IDPERSONA,DOCUMENTO_TRAYECTORIA_TEXTO,N_CARGOS_TOTAL,N_CARGOS_SIGNIFICATIVOS,N_CAMBIOS_CARGO,N_CAMBIOS_UNIDAD,DURACION_MEDIA_CARGO_ANIOS,DURACION_MEDIANA_CARGO_ANIOS,DURACION_MAX_CARGO_ANIOS,N_UNIDADES_TOTAL,N_UNIDADES_SIGNIFICATIVAS,PROPORCION_CARGOS_SIGNIFICATIVOS
643321,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES en VICERRECTORADO DE INVESTIGACIÓN, DESARROLLO E INNOVACIÓN y su estado de vigencia es no vigente.
Secuencia profesional: TÉCNICO DE LABORATORIO 1 (TC) en FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN (en 2024).
Movilidad: Ha realizado 0 cambios de cargo y 0 cambios de unidad. Ha desarrollado su trayectoria en 0 unidades.
Permanencia: La duración media de sus cargos es de 0.1 años y la duración mediana es de 0.1 años. Su cargo de mayor duración se mantuvo durante 0.1 años.
Estabilidad: Su trayectoria está formada principalmente por períodos cortos, con una duración mediana de 0.1 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Predominio de períodos cortos en su historial de cargos.",1,0,0,0,0.13,0.13,0.13,1,0,0.0
643322,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de ANALISTA ADMINISTRATIVO en FACULTAD DE CIENCIAS DE LA VIDA y su estado de vigencia es no vigente.
Trayectoria: Ha ocupado 1 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: ANALISTA ADMINISTRATIVO en FACULTAD DE CIENCIAS DE LA VIDA (2019-2020).
Movilidad: Ha realizado 0 cambios de cargo y 0 cambios de unidad. Ha desarrollado su trayectoria en 1 unidades.
Permanencia: La duración media de sus cargos es de 1.3 años y la duración mediana es de 1.3 años. Su cargo de mayor duración se mantuvo durante 1.3 años.
Estabilidad: Su trayectoria combina cargos de distinta duración, con una mediana de 1.3 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Trayectoria concentrada en una sola unidad. Predominio de períodos prolongados en su historial de cargos.",1,1,0,0,1.29,1.29,1.29,1,1,1.0
643333,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de TÉCNICO DE INVESTIGACIÓN 1 (TC) en CENTRO DE TECNOLOGÍAS DE LA INFORMACIÓN y su estado de vigencia es no vigente.
Trayectoria: Ha ocupado 1 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: TÉCNICO DE INVESTIGACIÓN 1 (TC) en CENTRO DE TECNOLOGÍAS DE LA INFORMACIÓN (2019-2022).
Movilidad: Ha realizado 0 cambios de cargo y 0 cambios de unidad. Ha desarrollado su trayectoria en 1 unidades.
Permanencia: La duración media de sus cargos es de 3.2 años y la duración mediana es de 3.2 años. Su cargo de mayor duración se mantuvo durante 3.2 años.
Estabilidad: Su trayectoria presenta permanencias relativamente prolongadas en sus cargos, con una duración mediana de 3.2 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Trayectoria concentrada en una sola unidad. Predominio de períodos prolongados en su historial de cargos.",1,1,0,0,3.24,3.24,3.24,1,1,1.0
643337,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de TÉCNICO DOCENTE 3 (TC) en DIRECCIÓN DE ADMISIONES y su estado de vigencia es vigente.
Trayectoria: Ha ocupado 1 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: TÉCNICO DOCENTE 3 (TC) en DIRECCIÓN DE ADMISIONES (desde 2023).
Movilidad: Ha realizado 0 cambios de cargo y 0 cambios de unidad. Ha desarrollado su trayectoria en 1 unidades.
Permanencia: La duración media de sus cargos es de 3.0 años y la duración mediana es de 3.0 años. Su cargo de mayor duración se mantuvo durante 3.0 años.
Estabilidad: Su trayectoria presenta permanencias relativamente prolongadas en sus cargos, con una duración mediana de 3.0 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Trayectoria concentrada en una sola unidad. Predominio de períodos prolongados en su historial de cargos.",1,1,0,0,2.99,2.99,2.99,1,1,1.0
643351,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de TÉCNICO DOCENTE 1 (TC) en FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS y su estado de vigencia es no vigente.
Secuencia profesional: TÉCNICO DOCENTE 1 (TC) en FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS (en 2023).
Movilidad: Ha realizado 0 cambios de cargo y 0 cambios de unidad. Ha desarrollado su trayectoria en 0 unidades.
Permanencia: La duración media de sus cargos es de 0.2 años y la duración mediana es de 0.2 años. Su cargo de mayor duración se mantuvo durante 0.2 años.
Estabilidad: Su trayectoria está formada principalmente por períodos cortos, con una duración mediana de 0.2 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Predominio de períodos cortos en su historial de cargos.",1,0,0,0,0.22,0.22,0.22,1,0,0.0
643361,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de TÉCNICO DOCENTE 3 (TC) en DIRECCIÓN DE ADMISIONES y su estado de vigencia es vigente.
Trayectoria: Ha ocupado 1 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: TÉCNICO DOCENTE 3 (TC) en DIRECCIÓN DE ADMISIONES (desde 2022).
Movilidad: Ha realizado 0 cambios de cargo y 0 cambios de unidad. Ha desarrollado su trayectoria en 1 unidades.
Permanencia: La duración media de sus cargos es de 4.5 años y la duración mediana es de 4.5 años. Su cargo de mayor duración se mantuvo durante 4.5 años.
Estabilidad: Su trayectoria presenta permanencias relativamente prolongadas en sus cargos, con una duración mediana de 4.5 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 4.5 años). Trayectoria concentrada en una sola unidad. Predominio de períodos prolongados en su historial de cargos.",1,1,0,0,4.45,4.45,4.45,1,1,1.0
643377,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de TÉCNICO DE INVESTIGACIÓN 1 (TC) en FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN y su estado de vigencia es no vigente.
Secuencia profesional: TÉCNICO DE INVESTIGACIÓN 1 (TC) en FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN (en 2023).
Movilidad: Ha realizado 0 cambios de cargo y 0 cambios de unidad. Ha desarrollado su trayectoria en 0 unidades.
Permanencia: La duración media de sus cargos es de 0.2 años y la duración mediana es de 0.2 años. Su cargo de mayor duración se mantuvo durante 0.2 años.
Estabilidad: Su trayectoria está formada principalmente por períodos cortos, con una duración mediana de 0.2 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Predominio de períodos cortos en su historial de cargos.",1,0,0,0,0.24,0.24,0.24,1,0,0.0
643378,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de TÉCNICO DOCENTE 1 (TC) en FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN y su estado de vigencia es no vigente.
Trayectoria: Ha ocupado 1 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: TÉCNICO DOCENTE 1 (TC) en FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN (2018-2023).
Movilidad: Ha realizado 0 cambios de cargo y 0 cambios de unidad. Ha desarrollado su trayectoria en 1 unidades.
Permanencia: La duración media de sus cargos es de 4.3 años y la duración mediana es de 4.3 años. Su cargo de mayor duración se mantuvo durante 4.3 años.
Estabilidad: Su trayectoria presenta permanencias relativamente prolongadas en sus cargos, con una duración mediana de 4.3 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 4.3 años). Trayectoria concentrada en una sola unidad. Predominio de períodos prolongados en su historial de cargos.",1,1,0,0,4.32,4.32,4.32,1,1,1.0
643396,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de TÉCNICO DE INVESTIGACIÓN 2 (TC) en FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN y su estado de vigencia es vigente.
Trayectoria: Ha ocupado 1 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: TÉCNICO DE INVESTIGACIÓN 2 (TC) en FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN (desde 2024).
Movilidad: Ha realizado 0 cambios de cargo y 0 cambios de unidad. Ha desarrollado su trayectoria en 1 unidades.
Permanencia: La duración media de sus cargos es de 1.9 años y la duración mediana es de 1.9 años. Su cargo de mayor duración se mantuvo durante 1.9 años.
Estabilidad: Su trayectoria combina cargos de distinta duración, con una mediana de 1.9 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Trayectoria concentrada en una sola unidad. Predominio de períodos prolongados en su historial de cargos.",1,1,0,0,1.85,1.85,1.85,1,1,1.0
643421,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de PROFESOR NO TITULAR OCASIONAL (TC) en FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR y su estado de vigencia es vigente.
Trayectoria: Ha ocupado 2 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: TÉCNICO DOCENTE 1 (TC) en FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR (2019-2023); PROFESOR NO TITULAR OCASIONAL (TC) en FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR (desde 2023).
Movilidad: Ha realizado 1 cambios de cargo y 0 cambios de unidad. Ha desarrollado su trayectoria en 1 unidades.
Permanencia: La duración media de sus cargos es de 3.5 años y la duración mediana es de 3.5 años. Su cargo de mayor duración se mantuvo durante 4.1 años.
Estabilidad: Su trayectoria presenta permanencias relativamente prolongadas en sus cargos, con una duración mediana de 3.5 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 4.1 años). Trayectoria concentrada en una sola unidad. Predominio de períodos prolongados en su historial de cargos.",2,2,1,0,3.48,3.48,4.11,1,1,1.0
643445,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de TÉCNICO DE INVESTIGACIÓN 1 (TC) en DECANATO DE INVESTIGACIÓN y su estado de vigencia es no vigente.
Secuencia profesional: TÉCNICO DE INVESTIGACIÓN 1 (TC) en DECANATO DE INVESTIGACIÓN (en 2021).
Movilidad: Ha realizado 0 cambios de cargo y 0 cambios de unidad. Ha desarrollado su trayectoria en 0 unidades.
Permanencia: La duración media de sus cargos es de 0.2 años y la duración mediana es de 0.2 años. Su cargo de mayor duración se mantuvo durante 0.2 años.
Estabilidad: Su trayectoria está formada principalmente por períodos cortos, con una duración mediana de 0.2 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Predominio de períodos cortos en su historial de cargos.",1,0,0,0,0.24,0.24,0.24,1,0,0.0
643480,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de PROFESOR NO TITULAR OCASIONAL (TC) en FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA y su estado de vigencia es vigente.
Trayectoria: Ha ocupado 3 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: TÉCNICO DE INVESTIGACIÓN 2 (TC) en CENTRO DE INVESTIGACIÓN Y PROYECTOS APLICADOS A LAS CIENCIAS DE LA TIERRA (en 2023); TÉCNICO DE LABORATORIO 1 (TC) en FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA (en 2025); PROFESOR NO TITULAR OCASIONAL (TC) en FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA (desde 2025).
Movilidad: Ha realizado 2 cambios de cargo y 1 cambios de unidad. Ha desarrollado su trayectoria en 2 unidades.
Permanencia: La duración media de sus cargos es de 0.6 años y la duración mediana es de 0.4 años. Su cargo de mayor duración se mantuvo durante 1.0 años.
Estabilidad: Su trayectoria combina cargos de distinta duración, con una mediana de 0.4 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Predominio de períodos prolongados en su historial de cargos.",3,3,2,1,0.59,0.44,0.96,2,2,1.0
643498,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de TÉCNICO DOCENTE 1 (TC) en FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA y su estado de vigencia es no vigente.
Trayectoria: Ha ocupado 1 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: TÉCNICO DOCENTE 1 (TC) en FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA (2018-2021).
Movilidad: Ha realizado 0 cambios de cargo y 0 cambios de unidad. Ha desarrollado su trayectoria en 1 unidades.
Permanencia: La duración media de sus cargos es de 2.8 años y la duración mediana es de 2.8 años. Su cargo de mayor duración se mantuvo durante 2.8 años.
Estabilidad: Su trayectoria presenta permanencias relativamente prolongadas en sus cargos, con una duración mediana de 2.8 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Trayectoria concentrada en una sola unidad. Predominio de períodos prolongados en su historial de cargos.",1,1,0,0,2.83,2.83,2.83,1,1,1.0
643562,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de TÉCNICO DOCENTE 1 (TC) en FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN y su estado de vigencia es no vigente.
Trayectoria: Ha ocupado 1 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: TÉCNICO DOCENTE 1 (TC) en FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN (2018-2021).
Movilidad: Ha realizado 0 cambios de cargo y 0 cambios de unidad. Ha desarrollado su trayectoria en 1 unidades.
Permanencia: La duración media de sus cargos es de 3.0 años y la duración mediana es de 3.0 años. Su cargo de mayor duración se mantuvo durante 3.0 años.
Estabilidad: Su trayectoria presenta permanencias relativamente prolongadas en sus cargos, con una duración mediana de 3.0 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Trayectoria concentrada en una sola unidad. Predominio de períodos prolongados en su historial de cargos.",1,1,0,0,2.98,2.98,2.98,1,1,1.0
643578,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de TÉCNICO DE LABORATORIO 1 (TC) en FACULTAD DE CIENCIAS DE LA VIDA y su estado de vigencia es no vigente.
Secuencia profesional: TÉCNICO DE LABORATORIO 1 (TC) en FACULTAD DE CIENCIAS DE LA VIDA (en 2023).
Movilidad: Ha realizado 0 cambios de cargo y 0 cambios de unidad. Ha desarrollado su trayectoria en 0 unidades.
Permanencia: La duración media de sus cargos es de 0.2 años y la duración mediana es de 0.2 años. Su cargo de mayor duración se mantuvo durante 0.2 años.
Estabilidad: Su trayectoria está formada principalmente por períodos cortos, con una duración mediana de 0.2 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Predominio de períodos cortos en su historial de cargos.",1,0,0,0,0.24,0.24,0.24,1,0,0.0
643587,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de TÉCNICO DOCENTE 4 (TC) en DIRECCIÓN DE ADMISIONES y su estado de vigencia es no vigente.
Trayectoria: Ha ocupado 2 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: TECNICO DOCENTE 1 en FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS (2019-2020); TÉCNICO DOCENTE 4 (TC) en DIRECCIÓN DE ADMISIONES (en 2021).
Movilidad: Ha realizado 1 cambios de cargo y 1 cambios de unidad. Ha desarrollado su trayectoria en 2 unidades.
Permanencia: La duración media de sus cargos es de 0.5 años y la duración mediana es de 0.5 años. Su cargo de mayor duración se mantuvo durante 0.8 años.
Estabilidad: Su trayectoria combina cargos de distinta duración, con una mediana de 0.5 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Predominio de períodos prolongados en su historial de cargos.",2,2,1,1,0.52,0.52,0.78,2,2,1.0
643647,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de TÉCNICO DE LABORATORIO 1 (TC) en DECANATO DE GRADO y su estado de vigencia es vigente.
Trayectoria: Ha ocupado 1 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: TÉCNICO DE LABORATORIO 1 (TC) en DECANATO DE GRADO (desde 2022).
Movilidad: Ha realizado 0 cambios de cargo y 0 cambios de unidad. Ha desarrollado su trayectoria en 1 unidades.
Permanencia: La duración media de sus cargos es de 4.7 años y la duración mediana es de 4.7 años. Su cargo de mayor duración se mantuvo durante 4.7 años.
Estabilidad: Su trayectoria presenta permanencias relativamente prolongadas en sus cargos, con una duración mediana de 4.7 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 4.7 años). Trayectoria concentrada en una sola unidad. Predominio de períodos prolongados en su historial de cargos.",1,1,0,0,4.7,4.7,4.7,1,1,1.0
643656,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de TECNICO DOCENTE en FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS y su estado de vigencia es no vigente.
Trayectoria: Ha ocupado 2 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: PROFESOR NO TITULAR OCASIONAL 2 (TC) en FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS (en 2017); TECNICO DOCENTE en FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS (en 2018).
Movilidad: Ha realizado 1 cambios de cargo y 0 cambios de unidad. Ha desarrollado su trayectoria en 1 unidades.
Permanencia: La duración media de sus cargos es de 0.6 años y la duración mediana es de 0.6 años. Su cargo de mayor duración se mantuvo durante 0.7 años.
Estabilidad: Su trayectoria combina cargos de distinta duración, con una mediana de 0.6 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Trayectoria concentrada en una sola unidad. Predominio de períodos prolongados en su historial de cargos.",2,2,1,0,0.61,0.61,0.72,1,1,1.0
